,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
2393,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,черный,,левый,,3394980
2394,Haval F7,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3229000
2395,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3149000
2396,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3279000
2397,Haval F7,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3229000
2398,Haval F7,2023,бензин,2.0,190.0,робот,4WD,,,левый,,3229000
2399,Haval F7x,2023,бензин,2.0,190.0,робот,4WD,,,левый,,2879000
2400,Audi 80,1993,бензин,2.0,115.0,механика,передний,синий,500000.0,левый,7.9,75000
2401,УАЗ Буханка,2023,бензин,2.7,112.0,механика,,,,левый,,1333000
2402,УАЗ Буханка,2023,бензин,2.7,112.0,механика,,,,левый,,1333000
2403,УАЗ Буханка,2023,бензин,2.7,112.0,механика,,,,левый,,1333000
2404,Volkswagen Atlas,2020,бензин,2.0,235.0,автомат,4WD,черный,26470.0,,,4200000
2405,Hyundai Elantra,2021,бензин,2.0,150.0,АКПП,передний,серый,19131.0,левый,8.6,2548000
2406,Volkswagen Passat,2018,бензин,1.4,150.0,робот,передний,черный,18544.0,левый,8.6,2674000
2407,Hyundai Elantra,2021,бензин,2.0,150.0,АКПП,передний,серый,18610.0,левый,8.6,2394000
2408,Skoda Rapid,2018,бензин,1.6,110.0,АКПП,передний,синий,82574.0,левый,,1498000
2409,Renault Duster,2019,бензин,1.6,114.0,механика,передний,белый,48827.0,левый,8.3,1447000
2410,Renault Logan,2018,бензин,1.6,102.0,АКПП,передний,черный,97891.0,левый,8.0,1097000
2411,Renault Duster,2020,бензин,1.6,114.0,механика,передний,белый,74184.0,левый,8.3,1497000
2412,Volkswagen Jetta,2018,бензин,1.6,110.0,АКПП,передний,белый,68103.0,левый,8.8,1558000
2413,Volkswagen Polo,2018,бензин,1.6,110.0,АКПП,передний,белый,53184.0,левый,8.6,1358000
2414,Volkswagen Polo,2017,бензин,1.6,110.0,АКПП,передний,белый,105387.0,левый,8.6,1238000
2415,Hyundai Solaris,2016,бензин,1.6,123.0,АКПП,передний,бежевый,33502.0,левый,8.8,1267000
2416,Land Rover Discovery,2010,дизель,3.0,245.0,АКПП,4WD,черный,173560.0,левый,8.9,1897000
2417,УАЗ Патриот,2021,бензин,2.7,150.0,АКПП,4WD,черный,10912.0,левый,8.1,2000000
2418,Geely Coolray SX11,2021,бензин,1.5,150.0,робот,передний,серый,19000.0,левый,,2247000
2419,Hyundai Santa Fe,2021,дизель,2.2,199.0,робот,4WD,черный,32100.0,левый,8.7,4197000
2420,Kia K5,2021,бензин,2.5,194.0,АКПП,передний,черный,58500.0,левый,,2517000
2421,Hyundai Creta,2017,бензин,2.0,149.0,АКПП,4WD,черный,112050.0,левый,,1637000
2422,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
2423,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,красный,,левый,,2889900
2424,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
2425,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
2426,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
2427,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
2428,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
2429,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
2430,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,2889900
2431,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
2432,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серый,,левый,,3039900
2433,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
2434,Chery Tiggo 8 Pro Max,2023,бензин,2.0,197.0,робот,4WD,синий,,левый,,3970900
2435,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,черный,,левый,,2889900
2436,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,красный,,левый,,2449900
2437,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,серый,,левый,,2389900
2438,Kia Carnival,2022,дизель,2.2,199.0,АКПП,передний,,,левый,8.6,7035000
2439,Kia Carnival,2022,бензин,3.5,249.0,АКПП,передний,,,левый,8.6,6885000
2440,Kia Sportage,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,8.7,4216000
2441,Kia Sportage,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,8.7,4030000
2442,Kia Sportage,2022,бензин,2.5,190.0,АКПП,4WD,,,левый,8.7,3866000
2443,Mercedes-Benz E-Class,2021,дизель,2.0,194.0,АКПП,4WD,черный,110000.0,левый,8.9,5499000
2444,Hyundai Solaris,2017,бензин,1.6,123.0,АКПП,передний,белый,142515.0,левый,8.8,1066000
2445,Land Rover Freelander,2013,бензин,2.0,240.0,АКПП,4WD,черный,144588.0,левый,8.7,1570000
2446,Mazda Mazda6,2022,бензин,2.0,150.0,АКПП,передний,,,левый,8.9,3654000
2447,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,,3884000
2448,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,коричневый,,левый,,3867000
2449,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,,3867000
2450,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,черный,,левый,,3867000
2451,Mercedes-Benz GLS-Class,2017,дизель,3.0,249.0,АКПП,4WD,белый,116000.0,левый,,5750000
2452,Mazda Mazda6,2022,бензин,2.5,194.0,АКПП,передний,,,левый,8.9,4473000
2453,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
2454,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
2455,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
2456,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
2457,Geely Atlas Pro,2023,бензин,1.5,177.0,робот,4WD,,,левый,,3673000
2458,Hyundai Solaris,2019,бензин,1.6,123.0,АКПП,передний,белый,82930.0,левый,8.8,1453000
2459,Toyota Camry,2019,бензин,2.5,181.0,АКПП,передний,черный,94806.0,левый,8.8,3098000
2460,Opel Corsa,2010,бензин,1.4,100.0,АКПП,передний,красный,150536.0,левый,8.4,650000
2461,Skoda Octavia,2018,бензин,1.4,150.0,робот,передний,коричневый,72989.0,левый,8.8,1895000
2462,Ford Kuga,2018,бензин,2.5,150.0,АКПП,передний,серый,70970.0,левый,,1774000
2463,Toyota Camry,2020,бензин,2.5,181.0,АКПП,передний,белый,32415.0,левый,8.8,3175000
2464,Kia Rio,2021,бензин,1.6,123.0,АКПП,передний,белый,25938.0,левый,8.7,1875000
2465,Volkswagen Polo,2019,бензин,1.6,110.0,АКПП,передний,белый,58850.0,левый,8.6,1399000
2466,Mercedes-Benz GL-Class,2010,дизель,3.0,224.0,АКПП,4WD,серый,178284.0,левый,,1998000
2467,Mitsubishi Outlander,2019,бензин,2.0,146.0,вариатор,4WD,черный,40325.0,левый,8.8,2499000
2468,Skoda Rapid,2021,бензин,1.4,125.0,робот,передний,красный,27231.0,левый,,1687000
2469,Kia Sorento,2021,дизель,2.2,202.0,робот,4WD,черный,38048.0,левый,8.6,4197000
2470,Hyundai Solaris,2015,бензин,1.6,123.0,АКПП,передний,черный,174369.0,левый,8.8,900000
2471,Kia ProCeed,2014,бензин,1.6,129.0,АКПП,передний,черный,88401.0,левый,8.9,1178000
2472,Toyota Camry,2018,бензин,2.5,181.0,АКПП,передний,синий,55155.0,левый,8.8,2765000
2473,Porsche Cayenne,2019,бензин,3.0,340.0,АКПП,4WD,белый,84491.0,левый,,7334000
2474,Mazda CX-5,2015,бензин,2.5,192.0,АКПП,4WD,коричневый,131487.0,левый,,1999000
2475,Hyundai Creta,2021,бензин,1.6,123.0,АКПП,передний,белый,78000.0,левый,,1799000
2476,УАЗ Патриот,2022,бензин,2.7,150.0,механика,4WD,,,левый,8.1,1596000
2477,Kia Soul,2019,бензин,1.6,123.0,автомат,передний,красный,62362.0,левый,8.8,1839000
2478,Renault Logan,2012,бензин,1.6,84.0,механика,передний,синий,280918.0,левый,8.0,375000
2479,EXEED LX,2023,бензин,1.6,150.0,робот,4WD,,,левый,,3790000
2480,EXEED LX,2023,бензин,1.6,150.0,робот,4WD,,,левый,,3790000
2481,EXEED LX,2023,бензин,1.6,150.0,робот,4WD,,,левый,,3790000
2482,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3399900
2483,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3399900
2484,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3399900
2485,Nissan X-Trail,2007,бензин,2.0,141.0,вариатор,4WD,черный,286721.0,левый,8.5,730000
2486,Toyota RAV4,2010,бензин,2.4,170.0,АКПП,4WD,белый,223784.0,левый,8.7,1267000
2487,Geely Coolray SX11,2021,бензин,1.5,150.0,робот,передний,серый,55000.0,левый,,2187000
2488,Audi A5,2018,бензин,2.0,249.0,робот,4WD,серый,91600.0,левый,,3279000
2489,Opel Mokka,2014,бензин,1.8,140.0,механика,передний,коричневый,37618.0,левый,8.8,1389000
2490,Hyundai Sonata,2019,бензин,2.5,180.0,АКПП,передний,синий,58600.0,левый,8.6,2545000
2491,Chevrolet Cruze,2013,бензин,1.8,141.0,АКПП,передний,серый,49208.0,левый,8.5,969000
2492,Hyundai Creta,2018,бензин,1.6,123.0,АКПП,передний,белый,19650.0,левый,,1669000
2493,BMW X1,2019,дизель,2.0,150.0,АКПП,4WD,черный,54100.0,левый,8.8,2759000
2494,Hyundai Palisade,2022,дизель,2.2,200.0,АКПП,4WD,серый,,левый,,8040530
2495,Hyundai Palisade,2022,дизель,2.2,200.0,АКПП,4WD,белый,,левый,,8040530
2496,Kia Ceed,2011,бензин,1.4,109.0,механика,передний,серебристый,246000.0,левый,8.8,512000
2497,Mercedes-Benz B-Class,2013,бензин,1.6,122.0,робот,передний,черный,105519.0,левый,8.9,1198000
2498,Opel Corsa,2008,бензин,1.2,80.0,механика,передний,черный,104000.0,левый,8.4,424000
2499,Renault Arkana,2019,бензин,1.3,150.0,автомат,4WD,серый,49826.0,левый,8.7,1847000
2500,Land Rover Range Rover,2012,дизель,4.4,313.0,АКПП,4WD,черный,153271.0,левый,,2348000
2501,Haval Dargo,2023,бензин,2.0,192.0,робот,4WD,черный,,левый,,3322580
2502,Haval Dargo,2023,бензин,2.0,192.0,робот,4WD,,,левый,,3595470
2503,Infiniti FX37,2011,бензин,3.7,333.0,АКПП,4WD,черный,179000.0,левый,,1549000
2504,Mercedes-Benz S-Class,2021,дизель,2.9,249.0,АКПП,4WD,черный,41684.0,левый,,14349000
2505,Mercedes-Benz GLS-Class,2016,дизель,3.0,249.0,АКПП,4WD,белый,93000.0,левый,,4399000
2506,Toyota Land Cruiser,2013,дизель,4.5,235.0,АКПП,4WD,черный,159000.0,левый,,3349000
2507,Mercedes-Benz G-Class,2021,дизель,2.9,249.0,АКПП,4WD,,35891.0,левый,8.9,18495000
2508,Genesis GV80,2021,бензин,2.5,249.0,АКПП,4WD,,31010.0,левый,,6795000
2509,Nissan Juke,2011,бензин,1.6,190.0,вариатор,4WD,,133796.0,левый,8.8,960000
2510,Land Rover Range Rover Sport,2018,дизель,3.0,249.0,АКПП,4WD,,50848.0,левый,,6250000
2511,Hyundai ix35,2013,бензин,2.0,149.0,механика,передний,,77881.0,левый,8.7,1245000
2512,Nissan X-Trail,2016,бензин,2.0,144.0,вариатор,4WD,,135401.0,левый,8.5,1695000
2513,Kia Rio,2018,бензин,1.6,123.0,АКПП,передний,,18753.0,левый,8.7,1395000
